date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ,quận,phường

22/10/2020,/files/properties/2020/5/6/thumbnails/06110230-3440-ban-can-ho-chung-cu-ha-noi.jpg,NULL,10,2,NULL,86, ---, _,2200.0,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Trung

22/10/2020,/files/properties/2020/5/20/thumbnails/06188222-4739-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,15,2,NULL,86, ---, _,2450.0,"Đường Thành Thái, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng

22/10/2020,/files/properties/2020/3/24/thumbnails/05974474-0250-ban-can-ho-chung-cu-quan-cau-giay.jpg,NULL,8,2,NULL,80, ---, _,2400.0,"Đường Vũ Phạm Hàm, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hòa

22/10/2020,/files/properties/2020/7/15/thumbnails/06553698-1206-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,15,3,NULL,168, ---, _,8148.0,"Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Giảng Võ

22/10/2020,/files/properties/2020/3/2/thumbnails/0ban-can-ho-chelsea-park-e1-trung-kinh-dt-128m-tang-12-nha-dep-gia-re.jpg,NULL,12,3,NULL,128, ---, _,3840.0,"Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hòa

22/10/2020,/files/properties/2020/3/3/thumbnails/05864308-5610-ban-can-ho-chung-cu-quan-thanh-xuan-gia-re.jpg,NULL,20,2,NULL,100, ---, _,2600.0,"Phố Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính

22/10/2020,/files/properties/2020/4/28/thumbnails/0ban-can-ho-tai-toa-g3ab-duong-vu-pham-ham-yen-hoa-70-7m2-sua-dep-.jpg,NULL,10,2,NULL,71, ---, _,2950.0,"Đường Vũ Phạm Hàm, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hòa

22/10/2020,/files/properties/2020/3/6/thumbnails/05885055-5951-ban-can-ho-chung-cu-quan-dong-da.jpg,NULL,9,3,NULL,149, ---, _,4500.0,"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ

22/10/2020,/files/properties/2020/3/6/thumbnails/0ban-can-ho-chung-cu-110-m2-3-pn-toa-71-nguyen-chi-thanh.jpg,NULL,10,3,NULL,110, ---, _,3400.0,"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ

22/10/2020,/files/properties/2020/3/25/thumbnails/05980980-5146-ban-can-ho-chung-cu-quan-thanh-xuan-chinh-chu.jpg,NULL,20,3,NULL,130, ---, _,4290.0,"Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính

22/10/2020,/files/properties/2020/8/6/thumbnails/06694252-2948-ban-can-ho-chung-cu-huyen-gia-lam-gia-re.jpg,NULL,NULL,2,NULL,63, ---, _,2430.0,"Đường Quốc lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,Thị trấn Trâu Quỳ

22/10/2020,/files/properties/2020/9/8/thumbnails/06887734-4049-ban-can-ho-chung-cu-ha-noi.jpg,NULL,NULL,2,NULL,51, ---, _,940.0,"Đường Lê Xuân Điệp, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng

22/10/2020,/files/properties/2020/9/18/thumbnails/06950542-0549-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,NULL,NULL,4,NULL,106, ---, _,3180.0,"Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Phú Diễn

22/10/2020,/files/properties/2019/11/25/thumbnails/05512597-5130-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,40.0,9,2,NULL,85, 15x10m, _,2100.0,"Đường Nguyễn Trãi, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao

22/10/2020,/files/properties/2020/5/9/thumbnails/06131749-2847-ban-can-ho-chung-cu-quan-nam-tu-liem-chinh-chu.jpg,20.0,39,3,1,130," 9,5x13,5m", _,5200.0,"Đường Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mễ Trì

22/10/2020,/files/properties/2020/10/18/thumbnails/07152542-2102-ban-can-ho-chung-cu-huyen-dan-phuong.jpg,2.0,25,2,NULL,77, ---, Đông Nam,1200.0,"Đường Quốc lộ 32, Xã Tân Lập, Huyện Đan Phượng, Hà Nội",Huyện Đan Phượng,Xã Tân Lập

22/10/2020,/files/properties/2020/7/29/thumbnails/06643638-2448-ban-can-ho-chung-cu-ha-noi.jpg,NULL,35,2,NULL,45, ---, Nam,675.0,"Đường Quốc lộ 32, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",Huyện Hoài Đức,Xã Kim Chung

22/10/2020,/files/properties/default.jpg,NULL,NULL,NULL,1,5000, ---, _,60000.0,"Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê

22/10/2020,/files/properties/default.jpg,NULL,NULL,NULL,1,110, ---, _,2000.0,"Đường Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Trung Văn

22/10/2020,/files/properties/2020/6/13/thumbnails/06342417-1551-ban-can-ho-chung-cu-quan-bac-tu-liem-gia-re.jpg,NULL,7,2,1,50, ---, _,500.0,"Đường Cầu Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Phúc Diễn

22/10/2020,/files/properties/2020/8/16/thumbnails/06751182-2212-ban-can-ho-chung-cu-quan-thanh-xuan.jpg,5.0,6,2,1,50, ---, _,820.0,"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Nam

22/10/2020,/files/properties/2020/10/8/thumbnails/07084318-5242-ban-can-ho-chung-cu-quan-thanh-xuan-chinh-chu.jpg,NULL,10,2,NULL,84, ---, _,1900.0,"Đường Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Hạ Đình

22/10/2020,/files/properties/default.jpg,NULL,15,2,NULL,74, ---, _,2400.0,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1

22/10/2020,/files/properties/2019/12/5/thumbnails/05562907-4743-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,35.0,19,3,NULL,105, ---, Đông Nam,3500.0,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mễ Trì

22/10/2020,/files/properties/2019/11/22/thumbnails/0chinh-chu-ban-cat-lo-can-goc-2106-the-sun-me-tri-105m-3-ngu-pham-hung-me-tri-.jpg,18.0,21,3,NULL,105, ---, Đông Nam,3500.0,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mễ Trì

22/10/2020,/files/properties/2020/7/10/thumbnails/06522114-3535-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,6.0,9,13,1,74," 7x10,6m", _,22000.0,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa

21/10/2020,/files/properties/2020/3/27/thumbnails/05991053-3349-ban-can-ho-chung-cu-quan-hoang-mai-chinh-chu.jpg,NULL,24,2,1,70, 14x14m, _,1500.0,"Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Liệt

21/10/2020,/files/properties/2020/9/23/thumbnails/06988255-2418-ban-can-ho-chung-cu-quan-bac-tu-liem-gia-re.jpg,NULL,NULL,2,NULL,70, ---, Đông Nam,2240.0,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 2

21/10/2020,/files/properties/2020/8/19/thumbnails/06772784-2607-ban-can-ho-chung-cu-quan-ha-dong.jpg,NULL,8,3,NULL,141, ---, _,3000.0,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao

21/10/2020,/files/properties/2020/10/7/thumbnails/07080593-1657-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,NULL,NULL,2,NULL,83, ---, _,2650.0,"Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Phú Diễn

21/10/2020,/files/properties/default.jpg,3.0,3,2,NULL,46, ---, Bắc,2700.0,"Phố Lê Thánh Tông, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Phường Phan Chu Trinh

21/10/2020,/files/properties/2020/10/6/thumbnails/20201006_025711_597698_0.jpg,NULL,21,2,1,57, ---, _,2565.0,"Phố Thái Thịnh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở

21/10/2020,/files/properties/2020/6/23/thumbnails/0ban-chung-cu-hoang-cau-hao-nam-quan-dong-da-500tr-900tr-can-25m2-30m2-61m2.jpg,NULL,7,2,NULL,60, ---, _,500.0,"Đường Yên Lãng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ

21/10/2020,/files/properties/2020/8/17/thumbnails/04421021-1432-ban-can-ho-chung-cu-ha-noi.jpg,NULL,7,1,1,33, 10x10m, _,650.0,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh

21/10/2020,/files/properties/2019/7/9/thumbnails/20190709_031029_4731712_0.jpg,NULL,7,2,NULL,48, ---, _,1080.0,"Phố Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quang Trung

21/10/2020,/files/properties/2020/9/7/thumbnails/06877978-3235-ban-can-ho-chung-cu-quan-tay-ho-chinh-chu.jpg,NULL,6,1,1,32, ---, _,500.0,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La

21/10/2020,/files/properties/2019/8/14/thumbnails/20190814_023422_4925894_0.jpg,NULL,8,2,NULL,55, ---, _,800.0,"Đường Lê Duẩn, Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên

21/10/2020,/files/properties/2020/4/23/thumbnails/0hot-chung-cu-mini-tran-thai-tong-xuan-thuy-duy-tan-nhan-nha-o-ngay-o-to-do-ngay-50m.jpg,NULL,6,2,NULL,50, ---, _,700.0,"Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu

21/10/2020,/files/properties/2020/9/16/thumbnails/06939341-5917-ban-can-ho-chung-cu-quan-dong-da-gia-re.jpg,NULL,6,1,NULL,35, ---, _,760.0,"Phố Khâm Thiên, Phường Thổ Quan, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thổ Quan

21/10/2020,/files/properties/2020/6/2/thumbnails/06268531-3235-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,6,2,NULL,52, ---, Đông Nam,620.0,"Phố Khâm Thiên, Phường Thổ Quan, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thổ Quan

21/10/2020,/files/properties/2020/9/22/thumbnails/0mo-ban-chung-cu-mini-tran-khat-chan-lo-duc-thanh-nhan-tu-850tr-can-o-ngay.jpg,NULL,6,2,NULL,52, ---, _,1160.0,"Đường Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn

21/10/2020,/files/properties/2020/5/30/thumbnails/06250561-0222-ban-can-ho-chung-cu-ha-noi.jpg,3.0,6,2,1,60, ---, _,1300.0,"Đường Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn

21/10/2020,/files/properties/2020/10/21/thumbnails/07173584-4903-ban-can-ho-chung-cu-quan-bac-tu-liem-gia-re.jpg,5.0,8,1,1,35, ---, _,750.0,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh

21/10/2020,/files/properties/2020/9/15/thumbnails/0ban-can-ho-chung-cu-d-capital-tran-duy-hung-c1-3-ngu-re-nhat-du-an-.jpg,3.0,1,3,1,98, ---, _,4000.0,"Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hòa

21/10/2020,/files/properties/2020/9/8/thumbnails/06888713-3437-ban-can-ho-chung-cu-ha-noi.jpg,6.0,26,2,1,74, ---, _,2450.0,"Đường Tố Hữu, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mễ Trì

21/10/2020,/files/properties/2019/9/7/thumbnails/20190907_040433_227056_3.jpg,NULL,4,4,NULL,80, 5x17m, Nam,2400.0,"Đường Quốc lộ 23B, Xã Tiên Dương, Huyện Đông Anh, Hà Nội",Huyện Đông Anh,Xã Tiên Dương

21/10/2020,/files/properties/2019/7/11/thumbnails/20190711_120423_4744072_0.jpg,NULL,NULL,2,NULL,60, ---, _,2000.0,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1

21/10/2020,/files/properties/2020/10/21/thumbnails/07172813-1000-ban-can-ho-chung-cu-quan-long-bien-chinh-chu.jpg,NULL,16,2,NULL,73, ---, _,2300.0,"Đường Bằng Lăng, Phường Giang Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Giang Biên

21/10/2020,/files/properties/2020/10/9/thumbnails/07094598-1100-ban-can-ho-chung-cu-quan-hai-ba-trung.jpg,5.0,8,2,NULL,45, 30x30m, Nam,650.0,"Đường Giải Phóng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Tâm

21/10/2020,/files/properties/2019/6/14/thumbnails/20190614_055809_4595988_0.jpg,NULL,6,2,NULL,40, ---, _,650.0,"Phố Giang Văn Minh, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã

21/10/2020,/files/properties/default.jpg,NULL,NULL,1,NULL,28, ---, Bắc,1200.0,"Phố Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương

21/10/2020,/files/properties/2020/6/11/thumbnails/06326074-3331-ban-can-ho-chung-cu-quan-nam-tu-liem.jpg,NULL,9,3,1,133, ---, _,4000.0,"Đường Trần Hữu Dực, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2

21/10/2020,/files/properties/default.jpg,NULL,10,3,NULL,142, ---, Tây Nam,4300.0,"Đường Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa

21/10/2020,/files/properties/2020/9/16/thumbnails/06942216-1646-ban-can-ho-chung-cu-quan-hoang-mai-chinh-chu.jpg,NULL,23,3,NULL,110, ---, Đông Nam,2200.0,"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Lĩnh Nam

21/10/2020,/files/properties/2020/5/20/thumbnails/06192120-1527-ban-can-ho-chung-cu-huyen-gia-lam-chinh-chu.jpg,NULL,2,2,NULL,70, 9x9m, Đông Bắc,1500.0,"Đường Cổ Bi, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,Xã Đặng Xá

21/10/2020,/files/properties/2020/8/27/thumbnails/06819925-5912-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,15.0,2,2,NULL,106," 3,4x15,6m", _,3600.0,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công

21/10/2020,/files/properties/2020/10/21/thumbnails/20201021_022224_389628_0.jpg,200.0,15,3,1,94, 10x10m, Tây Nam,3400.0,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2

21/10/2020,/files/properties/2020/10/21/thumbnails/20201021_021944_573930_2.jpg,NULL,2,5,NULL,30, ---, _,1200.0,"Đường Liên tỉnh 179, Xã Bát Tràng, Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,Xã Bát Tràng

21/10/2020,/files/properties/2020/10/21/thumbnails/07170831-1145-ban-can-ho-chung-cu-ha-noi.jpg,NULL,1,2,NULL,75, ---, _,2100.0,"Đường Nguyễn Xiển, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tân Triều

21/10/2020,/files/properties/2020/3/27/thumbnails/05991364-2329-ban-can-ho-chung-cu-quan-hai-ba-trung-chinh-chu.jpg,15.0,4,2,NULL,70, ---, _,1900.0,"Đường Đầm Trấu, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Đằng

21/10/2020,/files/properties/default.jpg,20.0,4,2,NULL,45, ---, _,1100.0,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt

21/10/2020,/files/properties/2017/4/11/thumbnails/20170411_080008_1963598_0.jpg,NULL,NULL,NULL,NULL,50, ---, _,830.0,"Phố Hoa Lư, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Lê Đại Hành

21/10/2020,/files/properties/2020/10/2/thumbnails/20201002_040234_476601_0.jpg,NULL,1,2,1,62, ---, Đông Nam,1016.0,"Đường Tân Xuân, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Đông Ngạc

21/10/2020,/files/properties/2020/9/16/thumbnails/06935783-2116-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,12.0,21,3,1,123," 10x12,3m", Đông Nam,4480.0,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt

21/10/2020,/files/properties/default.jpg,NULL,3,1,1,40, ---, _,880.0,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã

21/10/2020,/files/properties/2019/10/17/thumbnails/20191017_110927_5291475_0.jpg,5.0,3,1,1,35, ---, _,850.0,"Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi

21/10/2020,/files/properties/2020/8/27/thumbnails/06788459-1350-ban-can-ho-chung-cu-quan-dong-da-chinh-chu.jpg,NULL,2,2,NULL,34, ---, _,1850.0,"Đường Vĩnh Hồ, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang

21/10/2020,/files/properties/2020/7/3/thumbnails/06471337-5033-ban-can-ho-chung-cu-quan-dong-da-gia-re.jpg,NULL,12,2,NULL,92, ---, _,4800.0,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa

21/10/2020,/files/properties/2020/2/29/thumbnails/0bql-can-ban-can-ho-tai-du-an-b6-giang-vo-the-golden-armor-2pn-3pn-gia-chi-tu-3-6ty.jpg,NULL,NULL,2,NULL,76, ---, _,3600.0,"Phố Nam Cao, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Giảng Võ

21/10/2020,/files/properties/2020/7/31/thumbnails/20200731_025222_90704_0.jpg,NULL,15,3,1,80, ---, Đông Nam,2560.0,"Đường Trường Chinh, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung

21/10/2020,/files/properties/2020/8/14/thumbnails/20200814_024255_90704_0.jpg,NULL,12,3,1,113, ---, Đông Nam,3277.0,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mễ Trì

21/10/2020,/files/properties/2020/9/28/thumbnails/07014520-3312-cho-thue-can-ho-chung-cu-quan-nam-tu-liem.jpg,NULL,NULL,2,NULL,60, ---, Đông Nam,1600.0,"Đường Đại Lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Tây Mỗ

21/10/2020,/files/properties/2020/7/15/thumbnails/06553039-5921-ban-can-ho-chung-cu-ha-noi.jpg,NULL,NULL,2,1,74, ---, _,2100.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy

21/10/2020,/files/properties/2020/1/4/thumbnails/05692152-5914-ban-can-ho-chung-cu-ha-noi.jpg,NULL,NULL,2,1,100, ---, _,3800.0,"Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hòa

21/10/2020,/files/properties/2020/10/12/thumbnails/07110289-0557-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,NULL,3,NULL,100, ---, _,2700.0,"Đường Trung Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hòa

21/10/2020,/files/properties/2020/10/2/thumbnails/07046870-2058-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,10.0,NULL,3,NULL,95, ---, _,1900.0,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 2

21/10/2020,/files/properties/2020/8/26/thumbnails/06812013-5409-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,20.0,NULL,3,NULL,107, ---, _,3691.5,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La

21/10/2020,/files/properties/2020/8/27/thumbnails/0chung-cu-ct2a-hoang-quoc-viet-can-goc-3pn-111m2-gia-29tr-m2.jpg,20.0,NULL,3,NULL,111, ---, _,3200.0,"Đường Hoàng Quốc Việt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1

21/10/2020,/files/properties/2020/10/13/thumbnails/07116361-4348-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,NULL,3,NULL,110, ---, _,2500.0,"Đường Phạm Văn Đồng, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Đông Ngạc

21/10/2020,/files/properties/2020/9/7/thumbnails/06879150-3453-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,20.0,NULL,2,NULL,85, ---, _,1700.0,"Đường Đỗ Nhuận, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh

21/10/2020,/files/properties/2020/9/7/thumbnails/06877818-1815-ban-can-ho-chung-cu-ha-noi.jpg,20.0,NULL,3,NULL,96, ---, _,2900.0,"Đường Nguyễn Văn Huyên, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Tảo

21/10/2020,/files/properties/2020/8/27/thumbnails/06819275-5226-ban-can-ho-chung-cu-quan-tay-ho-gia-re.jpg,20.0,NULL,3,NULL,107, ---, _,2350.0,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La

21/10/2020,/files/properties/2020/7/2/thumbnails/06459080-4559-ban-can-ho-chung-cu-quan-cau-giay-chinh-chu.jpg,NULL,19,3,1,135, ---, _,3800.0,"Phố Trần Thái Tông, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng

21/10/2020,/files/properties/2020/10/5/thumbnails/07058564-3438-ban-can-ho-chung-cu-quan-thanh-xuan-chinh-chu.jpg,NULL,27,3,NULL,81, ---, _,2490.0,"Quận Thanh Xuân, Hà Nội",,

21/10/2020,/files/properties/2020/4/22/thumbnails/06060926-2028-ban-can-ho-chung-cu-quan-ha-dong.jpg,NULL,37,4,NULL,192, ---, _,4300.0,"Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán

21/10/2020,/files/properties/2020/5/20/thumbnails/0ban-can-ho-penhoues-mat-duong-nguyen-xien-chi-3-3-ty-gan-kdt-the-manor-central-park.jpg,NULL,35,4,NULL,134, ---, _,3300.0,"Đường Nguyễn Xiển, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tân Triều

21/10/2020,/files/properties/2020/9/23/thumbnails/0ban-chung-cu-ecohome2-duong-tan-xuan-dong-ngac-quan-bac-tu-liem.jpg,NULL,12,2,NULL,65, ---, Nam,1400.0,"Đường Tân Xuân, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Đông Ngạc

21/10/2020,/files/properties/default.jpg,NULL,12,2,NULL,64, ---, _,1900.0,"Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Trung

21/10/2020,/files/properties/default.jpg,NULL,16,2,NULL,70, ---, _,2700.0,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Trung

21/10/2020,/files/properties/default.jpg,NULL,15,2,NULL,82, ---, _,2750.0,"Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính

21/10/2020,/files/properties/default.jpg,NULL,10,2,NULL,69, ---, _,2139.0,"Phố Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Trung

