date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ 
Hôm nay,/files/properties/2020/8/18/thumbnails/20200818_095051_531794_0.jpg,5m,5 lầu,5 phòng ngủ,chỗ để xe, 57 m vuông, ---, _," 5,43 tỷ ","Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/20200819_105343_531794_0.jpg,5m,5 lầu,5 phòng ngủ,chỗ để xe, 50 m vuông, ---, _," 5,6 tỷ ","Phố Chùa Bộc, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/20200828_085008_531794_0.jpg,4m,5 lầu,4 phòng ngủ,chỗ để xe, 42 m vuông, ---, _," 3,4 tỷ ","Phố Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/20200828_092334_531794_0.jpg,4m,5 lầu,4 phòng ngủ,chỗ để xe, 44 m vuông, ---, _," 3,5 tỷ ","Phố Hồng Mai, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/8/26/thumbnails/20200826_110228_531794_0.jpg,5m,5 lầu,5 phòng ngủ,chỗ để xe, 52 m vuông, ---, _," 5,5 tỷ ","Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/20200901_082945_531794_0.jpg,4m,5 lầu,4 phòng ngủ,chỗ để xe, 41 m vuông, ---, _," 3,35 tỷ ","Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/20200901_010638_531794_0.jpg,4m,5 lầu,4 phòng ngủ,chỗ để xe, 45 m vuông, ---, _," 3,55 tỷ ","Phố Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/8/31/thumbnails/20200831_122415_531794_0.jpg,4m,5 lầu,4 phòng ngủ,chỗ để xe, 43 m vuông, ---, _," 3,43 tỷ ","Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/8/31/thumbnails/20200831_115346_531794_0.jpg,4m,5 lầu,4 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 3,38 tỷ ","Phố Bùi Ngọc Dương, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/7/12/thumbnails/20200712_012238_531794_0.jpg,5m,5 lầu,5 phòng ngủ,chỗ để xe, 51 m vuông, ---, _," 4,56 tỷ ","Phố Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/7/21/thumbnails/20200721_090828_531794_0.jpg,4m,5 lầu,4 phòng ngủ,chỗ để xe, 45 m vuông, ---, _," 3,66 tỷ ","Phố Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/default.jpg,3m,5 lầu,4 phòng ngủ,NULL, 03 m vuông," 3,5x11,1m", _," 2,8 tỷ ","Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/8/15/thumbnails/06747063-1244-ban-nha-trong-hem-quan-cau-giay-gia-re.jpg,"3,6m",5 lầu,3 phòng ngủ,NULL, 30 m vuông, ---, _," 3,2 tỷ ","Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/default.jpg,"3,8m",4 lầu,4 phòng ngủ,chỗ để xe, 38 m vuông, ---, _," 4,9 tỷ ","Phố Trung Kính, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06756378-3501-ban-nha-trong-hem-quan-nam-tu-liem.jpg,"5,1m",7 lầu,22 phòng ngủ,chỗ để xe, 86 m vuông, ---, _," 13,2 tỷ ","Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06756493-5313-ban-nha-mat-tien-ha-noi-gia-re.jpg,5m,5 lầu,5 phòng ngủ,chỗ để xe, 50 m vuông, ---, _," 6,75 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06756582-0755-ban-nha-trong-hem-ha-noi.jpg,4m,4 lầu,4 phòng ngủ,NULL, 32 m vuông, ---, _," 2,7 tỷ ","Đường Nguyễn Trãi, Phường Khương Hạ, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06755289-0328-ban-nha-trong-hem-quan-cau-giay.jpg,"3,3m",5 lầu,7 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 5,3 tỷ ","Đường Nguyễn Khánh Toàn, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06754732-1450-ban-nha-trong-hem-quan-cau-giay-chinh-chu.jpg,"6,8m",4 lầu,4 phòng ngủ,chỗ để xe, 51 m vuông, ---, _," 7,9 tỷ ","Đường Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06754697-4201-ban-nha-trong-hem-quan-cau-giay-chinh-chu.jpg,"5,8m",4 lầu,4 phòng ngủ,chỗ để xe, 45 m vuông, ---, _," 7,1 tỷ ","Đường Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06754585-0123-ban-nha-trong-hem-quan-cau-giay.jpg,"6,8m",4 lầu,4 phòng ngủ,chỗ để xe, 55 m vuông, ---, _," 7,6 tỷ ","Đường Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06755041-4311-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,4m,6 lầu,8 phòng ngủ,chỗ để xe, 42 m vuông, ---, _," 5,3 tỷ ","Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/46751427-2223-ban-nha-mat-tien-ha-noi.jpg,"4,5m",5 lầu,4 phòng ngủ,chỗ để xe, 55 m vuông, ---, _, 7 tỷ ,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06754234-2534-ban-nha-trong-hem-quan-cau-giay-gia-re.jpg,"3,2m",5 lầu,3 phòng ngủ,NULL, 30 m vuông, ---, _," 3,7 tỷ ","Phố Trung Kính, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/26754133-1139-ban-nha-trong-hem-ha-noi-gia-re.jpg,3m,4 lầu,4 phòng ngủ,NULL, 30 m vuông, ---, _," 3,65 tỷ ","Phố Trung Kính, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/16/thumbnails/06751625-1240-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,"3,3m",5 lầu,6 phòng ngủ,NULL, 43 m vuông, ---, _," 5,5 tỷ ","Phố Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/36751685-0223-ban-nha-mat-tien-quan-cau-giay-gia-re.jpg,4m,6 lầu,4 phòng ngủ,NULL, 50 m vuông, ---, _," 6,9 tỷ ","Đường Hoàng Quốc Việt, Phường Xuân Thủy, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/12/thumbnails/56751892-3753-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,5m,4 lầu,4 phòng ngủ,chỗ để xe, 54 m vuông, ---, _, 9 tỷ ,"Đường Nguyễn Trãi, Phường Khương Hạ, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06768474-4645-ban-nha-trong-hem-quan-thanh-xuan.jpg,5m,4 lầu,5 phòng ngủ,chỗ để xe, 61 m vuông, ---, _," 8,9 tỷ ","Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06768615-4929-ban-nha-trong-hem-quan-thanh-xuan-gia-re.jpg,"5,5m",4 lầu,5 phòng ngủ,chỗ để xe, 60 m vuông, ---, _," 8,9 tỷ ","Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06768922-1426-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,4m,5 lầu,3 phòng ngủ,NULL, 60 m vuông, ---, _," 7,8 tỷ ","Đường Nguyễn Trãi, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06769812-4039-ban-nha-trong-hem-ha-noi.jpg,3m,5 lầu,4 phòng ngủ,NULL, 36 m vuông, ---, _," 5,4 tỷ ","Đường Đỗ Đức Dục, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/0ban-nha-nam-tu-liem-vi-tri-dep-dt-38-6-tang-mt-3-5-gia-4-45-ty.jpg,"3,5m",6 lầu,8 phòng ngủ,NULL, 38 m vuông, ---, _," 4,45 tỷ / m","Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06769512-0908-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,"4,3m",4 lầu,4 phòng ngủ,chỗ để xe, 50 m vuông, ---, _," 6,7 tỷ ","Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06769478-0445-ban-nha-trong-hem-ha-noi.jpg,4m,4 lầu,4 phòng ngủ,NULL, 46 m vuông, ---, _," 6,6 tỷ ","Đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06770228-2127-ban-nha-mat-tien-ha-noi-gia-re.jpg,6m,4 lầu,3 phòng ngủ,chỗ để xe, 80 m vuông, ---, _," 7,9 tỷ / m","Đường Lê Trọng Tấn, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06770631-1142-ban-nha-mat-tien-quan-ha-dong-chinh-chu.jpg,"4,5m",5 lầu,4 phòng ngủ,chỗ để xe, 77 m vuông, ---, _," 10,5 tỷ ","Phố Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06772086-2305-ban-nha-trong-hem-quan-thanh-xuan-gia-re.jpg,4m,4 lầu,4 phòng ngủ,NULL, 32 m vuông, ---, _," 2,7 tỷ ","Phố Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06771333-0757-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,"5,3m",4 lầu,1 phòng ngủ,NULL, 34 m vuông, ---, _, 4 tỷ ,"Phố Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06771529-4758-ban-nha-trong-hem-quan-dong-da-chinh-chu.jpg,4m,4 lầu,3 phòng ngủ,NULL, 35 m vuông, ---, _, 4 tỷ ,"Phố Đông Các, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06770856-2936-ban-nha-mat-tien-quan-ha-dong-gia-re.jpg,"3,9m",5 lầu,5 phòng ngủ,chỗ để xe, 51 m vuông, ---, _," 5,5 tỷ ","Đường Ngô Quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06770677-1508-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,5m,5 lầu,4 phòng ngủ,chỗ để xe, 70 m vuông, ---, _, 10 tỷ ,"Phố Văn Quán, Phường Dương Nội, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06771013-4111-ban-nha-mat-tien-quan-ha-dong-gia-re.jpg,6m,5 lầu,5 phòng ngủ,chỗ để xe, 49 m vuông, ---, _, 5 tỷ ,"Đường Ngô Quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/default.jpg,3m,3 lầu,2 phòng ngủ,NULL, 22 m vuông, ---, _," 1,95 tỷ ","Đường Định Công Hạ, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/18/thumbnails/06765510-4158-ban-nha-trong-hem-ha-noi-gia-re.jpg,"5,4m",3 lầu,4 phòng ngủ,NULL, 25 m vuông, ---, _," 2,2 tỷ ","Phố Nguyễn Lương Bằng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/8/18/thumbnails/06765203-0511-ban-nha-trong-hem-quan-thanh-xuan.jpg,"4,5m",3 lầu,2 phòng ngủ,NULL, 55 m vuông, ---, _," 4,8 tỷ ","Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/18/thumbnails/06765046-4846-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,"4,5m",3 lầu,2 phòng ngủ,NULL, 52 m vuông, ---, _," 4,6 tỷ ","Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/18/thumbnails/06764836-2735-ban-nha-trong-hem-quan-thanh-xuan-gia-re.jpg,"3,2m",5 lầu,5 phòng ngủ,NULL, 37 m vuông, ---, _," 3,85 tỷ ","Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06757577-1825-ban-nha-trong-hem-quan-thanh-xuan-gia-re.jpg,"3,2m",4 lầu,4 phòng ngủ,NULL, 41 m vuông, ---, _," 4,8 tỷ ","Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/46757448-2922-ban-nha-trong-hem-quan-thanh-xuan-chinh-chu.jpg,"3,2m",4 lầu,4 phòng ngủ,NULL, 42 m vuông, ---, _," 4,75 tỷ ","Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/0ban-nha-quan-tha-h-xuan-34m2-4-tang-mt-5-5m-gia-2-85-ty.jpg,"5,5m",4 lầu,4 phòng ngủ,NULL, 34 m vuông, ---, _," 2,85 tỷ ","Phố Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06757758-0348-ban-nha-trong-hem-ha-noi-gia-re.jpg,"5,7m",4 lầu,4 phòng ngủ,chỗ để xe, 42 m vuông, ---, _," 2,9 tỷ ","Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/26757361-1212-ban-nha-trong-hem-quan-thanh-xuan.jpg,"3,6m",4 lầu,4 phòng ngủ,NULL, 38 m vuông, ---, _," 4,6 tỷ ","Đường Khuất Duy Tiến, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06757233-1923-ban-nha-trong-hem-quan-thanh-xuan-gia-re.jpg,4m,5 lầu,5 phòng ngủ,NULL, 40 m vuông, ---, _," 3,75 tỷ ","Đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06757063-0233-ban-nha-trong-hem-ha-noi.jpg,"4,2m",5 lầu,3 phòng ngủ,chỗ để xe, 36 m vuông, ---, _," 3,7 tỷ ","Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06758235-5009-ban-nha-trong-hem-quan-thanh-xuan-chinh-chu.jpg,"3,5m",5 lầu,4 phòng ngủ,NULL, 55 m vuông, ---, _," 7,6 tỷ ","Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06758188-4413-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,4m,5 lầu,3 phòng ngủ,chỗ để xe, 64 m vuông, ---, _," 8,1 tỷ ","Đường Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/20/thumbnails/06777297-5730-ban-nha-trong-hem-quan-dong-da.jpg,"5,5m",4 lầu,4 phòng ngủ,NULL, 33 m vuông, ---, _," 3,5 tỷ ","Đường Láng, Phường Thịnh Quang, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/7/thumbnails/36783492-0949-ban-nha-trong-hem-quan-cau-giay-gia-re.jpg,"3,6m",4 lầu,4 phòng ngủ,NULL, 36 m vuông, ---, _, 4 tỷ ,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/8/thumbnails/36783586-2527-ban-nha-trong-hem-quan-cau-giay-gia-re.jpg,"3,8m",4 lầu,5 phòng ngủ,NULL, 39 m vuông, ---, _," 5,2 tỷ ","Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06783931-4056-ban-nha-trong-hem-quan-cau-giay-chinh-chu.jpg,"3,3m",5 lầu,3 phòng ngủ,NULL, 30 m vuông, ---, _," 3,3 tỷ ","Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06784038-5643-ban-nha-trong-hem-ha-noi-gia-re.jpg,5m,5 lầu,5 phòng ngủ,chỗ để xe, 42 m vuông, ---, _, 6 tỷ ,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06784933-1339-ban-nha-trong-hem-ha-noi.jpg,5m,4 lầu,4 phòng ngủ,chỗ để xe, 61 m vuông, ---, _," 10,2 tỷ ","Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06784494-3824-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,4m,5 lầu,5 phòng ngủ,chỗ để xe, 50 m vuông, ---, _," 8,5 tỷ ","Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06784691-5306-ban-nha-trong-hem-quan-cau-giay.jpg,5m,5 lầu,5 phòng ngủ,chỗ để xe, 52 m vuông, ---, _," 9,2 tỷ ","Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06784336-4614-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,5m,5 lầu,6 phòng ngủ,chỗ để xe, 45 m vuông, ---, _," 6,9 tỷ ","Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06784262-4414-ban-nha-trong-hem-quan-cau-giay-chinh-chu.jpg,"6,8m",4 lầu,4 phòng ngủ,chỗ để xe, 98 m vuông, ---, _," 7,6 tỷ ","Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06785458-0753-ban-nha-trong-hem-ha-noi.jpg,3m,4 lầu,4 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 4,6 tỷ ","Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06785398-0020-ban-nha-trong-hem-quan-cau-giay-gia-re.jpg,"6,4m",5 lầu,4 phòng ngủ,chỗ để xe, 34 m vuông, ---, _," 3,85 tỷ ","Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06785312-5150-ban-nha-trong-hem-ha-noi.jpg,4m,4 lầu,2 phòng ngủ,NULL, 30 m vuông, ---, _," 3,3 tỷ ","Phố Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/2/thumbnails/36814345-1257-ban-nha-trong-hem-quan-cau-giay-chinh-chu.jpg,5m,6 lầu,6 phòng ngủ,chỗ để xe, 50 m vuông, ---, _," 7,7 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/26/thumbnails/06813567-2633-ban-nha-trong-hem-ha-noi-gia-re.jpg,"3,6m",5 lầu,3 phòng ngủ,NULL, 30 m vuông, ---, _," 3,4 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/26/thumbnails/06813662-3311-ban-nha-trong-hem-quan-cau-giay.jpg,3m,5 lầu,6 phòng ngủ,NULL, 41 m vuông, ---, _," 4,3 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/26/thumbnails/0ban-nha-trung-kinh-cau-giay-55m-mt-4m-gia-5-1-ty.jpg,"5,5m",5 lầu,6 phòng ngủ,NULL, 40 m vuông, ---, _," 5,1 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/26/thumbnails/06813900-4952-ban-nha-trong-hem-quan-cau-giay-gia-re.jpg,4m,4 lầu,4 phòng ngủ,chỗ để xe, 50 m vuông, ---, _," 5,8 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/26/thumbnails/06814015-0030-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,"5,5m",5 lầu,4 phòng ngủ,chỗ để xe, 43 m vuông, ---, _," 6,5 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/26/thumbnails/06814133-1042-ban-nha-trong-hem-quan-cau-giay.jpg,"4,1m",5 lầu,5 phòng ngủ,NULL, 46 m vuông, ---, _," 7,1 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/27/thumbnails/0ban-nha-cau-giay-48m-mt-4-gia-4-6-t.jpg,4m,5 lầu,6 phòng ngủ,NULL, 39 m vuông, ---, _," 4,4 tỷ ","Đường Cầu Giấy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/27/thumbnails/06822005-0246-ban-nha-trong-hem-quan-cau-giay.jpg,"3,1m",5 lầu,6 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 5,3 tỷ ","Đường Cầu Giấy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/27/thumbnails/06821900-5220-ban-nha-trong-hem-quan-cau-giay.jpg,"3,2m",5 lầu,4 phòng ngủ,NULL, 35 m vuông, ---, _," 3,85 tỷ ","Đường Cầu Giấy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/27/thumbnails/06822057-0816-ban-nha-trong-hem-ha-noi-gia-re.jpg,"5,3m",3 lầu,4 phòng ngủ,chỗ để xe, 46 m vuông, ---, _," 6,2 tỷ ","Đường Cầu Giấy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/27/thumbnails/06821229-5628-ban-nha-trong-hem-quan-cau-giay-gia-re.jpg,4m,4 lầu,3 phòng ngủ,chỗ để xe, 55 m vuông, ---, _," 8,5 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/27/thumbnails/06821382-0641-ban-nha-trong-hem-ha-noi-gia-re.jpg,5m,6 lầu,6 phòng ngủ,chỗ để xe, 55 m vuông, ---, _," 9,5 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/0ban-nha-tran-duy-hung-cau-giay-61m2-mt-5-5m-gia-chi-10-5-ty-o-to-vao-nha-kinh-doanh.jpg,"5,5m",5 lầu,6 phòng ngủ,chỗ để xe, 61 m vuông, ---, _," 10,5 tỷ ","Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/0ban-nha-trung-kinh-cau-giay-dt98-mt-4-1m-gia-10-2-ty.jpg,"5,6m",5 lầu,4 phòng ngủ,chỗ để xe, 60 m vuông, ---, _," 10,2 tỷ ","Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/06804615-5820-ban-nha-trong-hem-ha-noi-gia-re.jpg,"5,5m",4 lầu,5 phòng ngủ,chỗ để xe, 55 m vuông, ---, _, 9 tỷ ,"Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/06804477-4820-ban-nha-trong-hem-quan-cau-giay.jpg,5m,4 lầu,4 phòng ngủ,chỗ để xe, 45 m vuông, ---, _," 7,5 tỷ ","Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06804366-5939-ban-nha-trong-hem-quan-cau-giay.jpg,5m,4 lầu,4 phòng ngủ,chỗ để xe, 51 m vuông, ---, _," 8,1 tỷ ","Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/06803341-2434-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,"4,5m",5 lầu,7 phòng ngủ,chỗ để xe, 40 m vuông, ---, _, 6 tỷ ,"Phố Trung Kính, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/06803458-3308-ban-nha-trong-hem-quan-cau-giay.jpg,4m,5 lầu,6 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 5,6 tỷ ","Phố Trung Kính, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
